order_date,ship_date,order_id,ship_mode,customer_id,product_id,sales,quantity,discount,profit,cost
,,US-2017-121251,First Class,GM-14440,TEC-PH-10004896,119.96,4,0.0,33.5888,86.3712
2014-11-12,2014-11-12,CA-2014-151078,Same Day,RF-19840,OFF-ST-10001328,49.632,4,0.2,4.9632,55.836
2016-10-13,2016-10-17,US-2016-100839,Standard Class,NC-18625,FUR-TA-10004575,727.45,5,0.5,-465.568,2386.0361
2016-10-13,2016-10-17,US-2016-100839,Standard Class,NC-18625,FUR-FU-10001617,24.96,3,0.2,4.368,25.739998
2017-11-12,2017-11-12,US-2017-116659,Same Day,NG-18355,TEC-PH-10002824,370.782,3,0.4,-92.6955,772.46246
,,CA-2017-118857,First Class,AH-10075,FUR-FU-10004460,196.45,5,0.0,70.722,125.728
,,CA-2015-127110,Standard Class,CH-12070,OFF-PA-10003309,31.104,6,0.2,10.8864,25.272
,,CA-2015-127110,Standard Class,CH-12070,OFF-ST-10002554,78.256,2,0.2,-17.6076,119.82949
,,CA-2016-148201,Second Class,CC-12145,OFF-PA-10000019,6.48,1,0.0,3.1104,3.3696
,,CA-2014-116932,Standard Class,ME-18010,OFF-AR-10002067,99.2,5,0.0,25.792,73.408
,,CA-2014-116932,Standard Class,ME-18010,FUR-CH-10001215,801.568,2,0.2,50.098,939.33746
,,CA-2014-116932,Standard Class,ME-18010,FUR-TA-10004175,272.848,1,0.2,27.2848,306.95398
2017-11-21,2017-11-25,CA-2017-142888,Standard Class,BP-11230,FUR-TA-10004767,70.98,1,0.0,20.5842,50.395805
,,CA-2014-147914,Standard Class,MP-17470,OFF-PA-10001685,16.224,2,0.2,5.8812,12.928501
,,US-2016-112977,Standard Class,CJ-12010,FUR-BO-10003272,176.784,1,0.2,-22.098,248.60248
,,CA-2017-112039,Standard Class,JC-15775,TEC-PH-10000984,470.376,3,0.2,47.0376,529.173
2017-12-29,,CA-2017-118885,Standard Class,JG-15160,FUR-CH-10002880,393.568,4,0.2,-44.2764,547.3055
2017-12-29,,CA-2017-118885,Standard Class,JG-15160,TEC-PH-10002563,302.376,3,0.2,22.6782,349.62225
,,US-2017-166611,Standard Class,CK-12760,OFF-BI-10001191,68.742,9,0.7,-48.1194,389.53796
,,CA-2015-109512,Same Day,LF-17185,OFF-EN-10002621,29.34,3,0.0,14.67,14.67
,,CA-2015-109512,Same Day,LF-17185,FUR-CH-10001146,383.607,7,0.1,63.9345,355.19165
,,CA-2015-109512,Same Day,LF-17185,OFF-ST-10000689,563.4,4,0.0,67.608,495.79202
2016-11-13,2016-11-17,CA-2016-118570,Standard Class,CC-12430,OFF-PA-10001289,217.056,7,0.2,78.6828,172.96649
,,CA-2017-154718,Second Class,DL-12865,OFF-LA-10003714,6.0,2,0.2,2.1,4.875
,,CA-2016-147578,Second Class,PG-18895,FUR-FU-10001889,31.56,3,0.0,10.4148,21.145199
,,CA-2014-140165,First Class,EH-14005,OFF-FA-10002815,7.104,2,0.2,2.3976,5.883
,,CA-2014-140165,First Class,EH-14005,OFF-BI-10004519,398.352,8,0.7,-331.96,2434.3733
2014-10-21,2014-10-22,CA-2014-142587,First Class,TB-21520,OFF-AP-10004708,121.792,4,0.2,13.7016,135.11299
2014-10-21,2014-10-22,CA-2014-142587,First Class,TB-21520,FUR-TA-10000617,409.59,3,0.4,-122.877,887.44495
,,CA-2014-157623,Standard Class,DK-13225,OFF-PA-10001204,10.56,2,0.0,4.752,5.8080006
,,CA-2014-157623,Standard Class,DK-13225,OFF-AR-10003723,3.38,1,0.0,1.2506,2.1294003
2017-12-22,2017-12-24,CA-2017-145310,Second Class,JP-15520,OFF-EN-10002621,7.824,1,0.2,2.934,6.1124997
2016-11-24,2016-11-29,CA-2016-100083,Standard Class,CD-11980,OFF-PA-10000241,24.784,1,0.2,7.745,21.298752
,,US-2017-108063,First Class,AS-10090,OFF-AR-10001446,34.65,3,0.0,10.395,24.255001
2015-12-31,,CA-2015-109197,Standard Class,JO-15280,OFF-BI-10004632,487.984,2,0.2,152.495,419.36127
,,CA-2017-141789,First Class,AC-10450,OFF-BI-10001359,1793.98,2,0.0,843.1706,950.8094
,,CA-2014-169775,Second Class,RA-19945,OFF-EN-10001749,29.808,2,0.2,10.8054,23.753252
,,CA-2014-169775,Second Class,RA-19945,OFF-BI-10004390,505.176,4,0.7,-336.784,2806.5332
,,CA-2014-169775,Second Class,RA-19945,FUR-TA-10001857,174.0585,3,0.45,-110.7645,517.86
,,CA-2016-140543,Second Class,Co-12640,OFF-ST-10000563,191.88,6,0.0,19.188,172.692
,,CA-2016-151141,First Class,DW-13480,TEC-PH-10004924,14.78,2,0.0,3.9906,10.7894
2017-10-21,2017-10-22,CA-2017-167094,First Class,DK-12835,OFF-PA-10003953,5.184,1,0.2,1.8144,4.212
2017-10-21,2017-10-22,CA-2017-167094,First Class,DK-12835,FUR-CH-10000155,478.48,2,0.2,47.848,538.29004
2017-10-21,2017-10-22,CA-2017-167094,First Class,DK-12835,TEC-AC-10003116,28.4,2,0.2,6.745,27.068748
2017-10-21,2017-10-24,CA-2017-154410,First Class,MD-17860,OFF-ST-10002743,909.12,8,0.0,9.0912,900.0288
,,US-2016-150567,Standard Class,RP-19855,OFF-BI-10001757,2.952,2,0.7,-2.1648,17.055998
,,US-2016-150567,Standard Class,RP-19855,OFF-BI-10000069,27.018,6,0.7,-21.6144,162.108
,,CA-2015-157959,First Class,RW-19540,FUR-FU-10004093,136.92,4,0.0,41.076,95.843994
2017-12-18,2017-12-23,CA-2017-105886,Standard Class,DB-13660,FUR-FU-10001037,18.96,2,0.0,8.532,10.4279995
2016-11-15,2016-11-22,CA-2016-105963,Standard Class,SC-20770,TEC-AC-10003832,99.39,3,0.0,40.7499,58.6401
,,CA-2017-121503,Second Class,FH-14275,OFF-PA-10001878,273.896,7,0.2,92.4399,226.8201
,,CA-2017-121503,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,912.28503
,,CA-2014-103366,First Class,EH-13990,TEC-AC-10003628,149.95,5,0.0,65.978,83.972
,,CA-2017-124597,Standard Class,AS-10630,OFF-LA-10003190,4.608,2,0.2,1.6704,3.6719995
,,CA-2017-124597,Standard Class,AS-10630,OFF-AR-10002280,15.528,3,0.2,4.8525,13.344375
,,CA-2017-124597,Standard Class,AS-10630,OFF-LA-10001569,11.952,3,0.2,3.8844,10.0845
,2015-11-14,CA-2015-105634,Standard Class,HA-14905,OFF-AR-10001573,11.65,5,0.0,3.3785,8.2715
2015-10-30,,CA-2015-123673,Second Class,CH-12070,TEC-PH-10001809,299.9,2,0.0,74.975,224.92499
,,US-2017-111423,First Class,EH-13765,OFF-BI-10003091,895.92,5,0.2,302.373,741.9337
,,US-2017-111423,First Class,EH-13765,FUR-CH-10003981,462.564,2,0.1,97.6524,405.45734
,,CA-2015-125178,Standard Class,MZ-17515,OFF-ST-10002562,15.008,2,0.2,1.5008,16.884
,,CA-2016-156685,Second Class,SC-20230,TEC-PH-10004345,863.64,9,0.2,107.955,944.60626
,,CA-2016-156685,Second Class,SC-20230,OFF-AR-10000588,47.616,3,0.2,3.5712,55.056
,,CA-2017-126865,Second Class,NP-18325,OFF-PA-10003039,92.94,3,0.0,41.823,51.117
,,CA-2017-102834,Standard Class,LW-16990,TEC-AC-10001908,199.98,2,0.0,69.993,129.987
,,US-2016-139710,Standard Class,GM-14680,TEC-PH-10001198,177.48,3,0.2,19.9665,196.89186
2017-11-28,,CA-2017-121538,First Class,RH-19495,OFF-PA-10004071,88.768,2,0.2,31.0688,72.12399
,,US-2017-101539,Second Class,VM-21685,OFF-PA-10001972,6.48,1,0.0,3.1104,3.3696
,,US-2017-101539,Second Class,VM-21685,OFF-ST-10004180,46.51,1,0.0,1.8604,44.649597
,,US-2017-101539,Second Class,VM-21685,TEC-PH-10004165,659.976,3,0.2,49.4982,763.0972
2016-11-27,2016-11-29,CA-2016-152121,Second Class,CC-12670,TEC-PH-10002483,271.992,1,0.2,23.7993,310.24088
,,CA-2017-161200,Second Class,SV-20365,FUR-BO-10000468,145.74,3,0.0,23.3184,122.42161
,,CA-2017-161200,Second Class,SV-20365,FUR-FU-10001706,15.4,5,0.0,7.392,8.007999
2017-11-27,,CA-2017-101245,Standard Class,LW-16990,OFF-PA-10003129,244.55,5,0.0,114.9385,129.61151
2017-11-27,,CA-2017-101245,Standard Class,LW-16990,TEC-AC-10001284,166.16,8,0.0,59.8176,106.34241
,,CA-2015-141768,Second Class,NP-18685,FUR-FU-10002268,14.73,3,0.0,4.8609,9.8691
,,CA-2016-112109,Standard Class,JE-15715,OFF-BI-10002082,19.968,2,0.7,-13.312,110.93333
,,CA-2016-112109,Standard Class,JE-15715,OFF-ST-10001505,33.488,7,0.2,-1.2558,43.429745
,,CA-2016-112109,Standard Class,JE-15715,OFF-BI-10001634,8.736,4,0.7,-6.1152,49.503998
,,CA-2016-112109,Standard Class,JE-15715,FUR-CH-10004287,662.88,3,0.2,74.574,735.3825
,,CA-2017-144064,First Class,CP-12085,OFF-LA-10004544,47.36,4,0.2,17.76,37.0
,,CA-2017-144064,First Class,CP-12085,OFF-ST-10004507,27.44,2,0.2,2.401,31.298752
,,CA-2017-144064,First Class,CP-12085,OFF-BI-10002012,3.24,9,0.8,-5.184,42.120003
,,CA-2016-108581,Standard Class,EA-14035,TEC-AC-10001109,95.968,4,0.2,26.3912,86.97101
,,CA-2016-108581,Standard Class,EA-14035,OFF-PA-10000809,10.368,2,0.2,3.6288,8.424
,,CA-2017-157987,Standard Class,AC-10615,OFF-AR-10000658,23.1,2,0.0,6.468,16.632
,,CA-2017-157987,Standard Class,AC-10615,FUR-FU-10001196,11.54,2,0.0,3.462,8.078
,,CA-2017-157987,Standard Class,AC-10615,FUR-TA-10001889,254.526,1,0.4,-93.3262,579.75366
,,CA-2017-157987,Standard Class,AC-10615,OFF-AP-10000358,12.98,1,0.0,3.7642,9.215799
,,CA-2017-157987,Standard Class,AC-10615,OFF-BI-10004970,26.432,8,0.2,8.9208,21.889
,,CA-2017-157987,Standard Class,AC-10615,TEC-PH-10003885,197.97,3,0.0,57.4113,140.5587
,,CA-2017-157987,Standard Class,AC-10615,OFF-LA-10001641,18.9,6,0.0,9.072,9.828
,,CA-2017-157987,Standard Class,AC-10615,FUR-CH-10003379,1282.41,5,0.1,213.735,1187.4167
,,CA-2017-157987,Standard Class,AC-10615,OFF-AR-10004582,4.92,3,0.0,2.214,2.706
,,CA-2017-157987,Standard Class,AC-10615,TEC-AC-10002842,238.0,2,0.0,38.08,199.92
,,CA-2017-157987,Standard Class,AC-10615,TEC-AC-10000109,167.97,3,0.0,40.3128,127.657196
,,CA-2017-157987,Standard Class,AC-10615,OFF-PA-10003893,17.12,4,0.0,7.704,9.416
,,CA-2017-110905,Second Class,RW-19690,OFF-BI-10003669,16.2,3,0.0,7.776,8.424001
,,CA-2017-110905,Second Class,RW-19690,OFF-AP-10004785,33.99,3,0.0,14.6157,19.374302
,,CA-2017-110905,Second Class,RW-19690,TEC-AC-10003023,296.85,5,0.0,53.433,243.417
,,CA-2017-110905,Second Class,RW-19690,TEC-AC-10002217,112.8,6,0.0,6.768,106.032005
,,CA-2017-110905,Second Class,RW-19690,OFF-BI-10002954,13.71,3,0.0,6.5808,7.1292
,,CA-2017-110905,Second Class,RW-19690,OFF-PA-10002586,24.9,5,0.0,11.703,13.197
,,CA-2017-110905,Second Class,RW-19690,OFF-ST-10000025,286.29,3,0.0,17.1774,269.1126
,,CA-2017-110905,Second Class,RW-19690,OFF-AP-10003281,24.18,2,0.0,7.254,16.926
2017-12-21,2017-12-28,CA-2017-165841,Standard Class,DB-13210,TEC-PH-10002103,281.97,3,0.0,78.9516,203.0184
2017-12-21,2017-12-28,CA-2017-165841,Standard Class,DB-13210,OFF-SU-10000898,69.5,5,0.0,20.155,49.345
2017-12-21,2017-12-28,CA-2017-165841,Standard Class,DB-13210,OFF-PA-10001144,166.44,3,0.0,79.8912,86.548805
,,CA-2017-117485,Standard Class,BD-11320,TEC-AC-10004659,291.96,4,0.0,102.186,189.77399
,,CA-2017-140242,Standard Class,ML-17755,OFF-AR-10004752,6.408,3,0.2,0.6408,7.209
,,CA-2017-140242,Standard Class,ML-17755,TEC-AC-10004659,408.744,7,0.2,76.6395,415.1306
2014-12-14,2014-12-19,CA-2014-148950,Standard Class,JD-16015,OFF-BI-10001249,5.104,4,0.8,-8.6768,68.90401
2014-12-14,2014-12-19,CA-2014-148950,Standard Class,JD-16015,OFF-FA-10003059,2.896,2,0.2,0.4706,3.0317497
2014-12-14,2014-12-19,CA-2014-148950,Standard Class,JD-16015,TEC-AC-10002718,35.016,3,0.2,-2.1885,46.505623
2014-10-18,2014-10-20,CA-2014-110408,Second Class,AS-10225,OFF-ST-10001522,275.97,3,0.0,11.0388,264.9312
2014-10-18,2014-10-20,CA-2014-110408,Second Class,AS-10225,TEC-PH-10002352,1394.95,5,0.0,362.687,1032.263
2014-10-18,2014-10-20,CA-2014-110408,Second Class,AS-10225,FUR-CH-10003774,545.88,6,0.0,70.9644,474.9156
,,CA-2015-109939,Standard Class,AA-10375,OFF-AR-10000127,5.248,2,0.2,0.5904,5.8220005
,,CA-2016-112669,Same Day,KT-16465,FUR-CH-10004086,933.536,4,0.2,105.0228,1035.6415
,,CA-2016-112669,Same Day,KT-16465,OFF-ST-10001228,42.976,4,0.2,4.2976,48.348003
2015-12-14,2015-12-16,CA-2015-119592,Second Class,MM-18280,OFF-BI-10004187,3.76,2,0.0,1.8048,1.9552
,,CA-2014-122749,Standard Class,NG-18430,TEC-PH-10003811,479.96,4,0.0,134.3888,345.5712
2014-11-25,2014-11-27,CA-2014-164721,Second Class,LW-16825,OFF-AP-10000240,320.88,6,0.0,93.0552,227.8248
2014-11-25,2014-11-27,CA-2014-164721,Second Class,LW-16825,FUR-FU-10001940,23.88,3,0.0,10.5072,13.372799
2014-11-25,2014-11-27,CA-2014-164721,Second Class,LW-16825,OFF-PA-10000575,26.76,4,0.0,12.3096,14.4504
,,CA-2016-147417,First Class,CB-12415,TEC-CO-10001449,1439.976,4,0.4,191.9968,2079.965
,2015-11-13,CA-2015-127509,Standard Class,AS-10090,OFF-BI-10002393,17.22,3,0.0,7.9212,9.2987995
,2015-11-13,CA-2015-127509,Standard Class,AS-10090,FUR-TA-10002855,1024.38,7,0.0,215.1198,809.2602
,2015-11-13,CA-2015-127509,Standard Class,AS-10090,OFF-EN-10000781,26.22,3,0.0,12.3234,13.8966
,2015-11-13,CA-2015-127509,Standard Class,AS-10090,OFF-PA-10002160,17.34,3,0.0,8.4966,8.8434
,,CA-2017-111374,Standard Class,CB-12415,OFF-BI-10004970,4.956,4,0.7,-3.7996,29.185331
,,CA-2017-133648,Standard Class,ML-17755,OFF-LA-10003923,71.04,6,0.2,26.64,55.5
,,CA-2017-133648,Standard Class,ML-17755,OFF-AR-10002257,5.344,2,0.2,0.7348,5.7615
,,CA-2017-133648,Standard Class,ML-17755,OFF-FA-10004395,11.304,3,0.2,-2.1195,16.779375
,,US-2017-147221,Second Class,JS-16030,OFF-AP-10002534,294.62,5,0.8,-766.012,5303.1606
,,US-2017-147221,Second Class,JS-16030,FUR-FU-10004020,8.752,4,0.6,-3.7196,31.179
,,CA-2014-131905,First Class,ND-18460,OFF-LA-10002787,15.0,4,0.0,7.2,7.8
,,CA-2014-131905,First Class,ND-18460,TEC-PH-10003645,161.61,1,0.0,42.0186,119.5914
,,CA-2014-131905,First Class,ND-18460,TEC-PH-10001615,144.95,5,0.0,42.0355,102.9145
,,CA-2017-166128,Standard Class,LW-17215,TEC-AC-10001767,199.95,5,0.0,21.9945,177.9555
,,CA-2017-166128,Standard Class,LW-17215,OFF-AR-10001221,41.86,7,0.0,14.2324,27.627602
2017-12-25,2017-12-28,CA-2017-163510,Second Class,JW-15955,OFF-ST-10000563,95.94,3,0.0,9.594,86.346
2017-12-25,2017-12-28,CA-2017-163510,Second Class,JW-15955,FUR-CH-10001146,304.45,5,0.0,76.1125,228.33751
,,US-2017-143028,Standard Class,SC-20050,OFF-BI-10004738,11.364,3,0.8,-17.046,142.05
2014-12-31,,CA-2014-111150,Standard Class,RW-19630,OFF-AR-10000034,29.68,7,0.0,11.5752,18.104801
2014-12-31,,CA-2014-111150,Standard Class,RW-19630,TEC-AC-10000290,47.53,7,0.0,16.1602,31.369799
,,CA-2017-165386,First Class,CM-12190,FUR-BO-10003034,183.372,2,0.3,-36.6744,314.352
2014-11-15,2014-11-21,CA-2014-116407,Standard Class,JF-15190,OFF-AR-10001315,4.224,3,0.2,0.4752,4.686
2014-11-15,2014-11-21,CA-2014-116407,Standard Class,JF-15190,OFF-AP-10002118,333.056,2,0.2,29.1424,379.892
2014-11-15,2014-11-21,CA-2014-116407,Standard Class,JF-15190,OFF-PA-10002137,24.896,4,0.2,7.78,21.394999
2015-12-11,2015-12-11,CA-2015-155761,Same Day,SC-20800,TEC-AC-10001606,159.984,2,0.2,35.9964,154.9845
2015-12-11,2015-12-11,CA-2015-155761,Same Day,SC-20800,OFF-ST-10000943,46.344,3,0.2,4.6344,52.137
,,CA-2016-145905,Standard Class,AM-10705,FUR-CH-10001854,350.98,1,0.0,84.2352,266.7448
,,CA-2016-145905,Standard Class,AM-10705,OFF-PA-10000533,13.08,2,0.0,6.0168,7.0632
,,CA-2016-145905,Standard Class,AM-10705,OFF-ST-10003716,900.08,4,0.0,117.0104,783.06964
,,CA-2015-113110,Standard Class,BK-11260,OFF-BI-10000088,17.568,2,0.2,6.3684,13.9995
,,CA-2015-113110,Standard Class,BK-11260,OFF-LA-10000240,14.62,2,0.0,6.8714,7.7486
,,CA-2015-113110,Standard Class,BK-11260,OFF-SU-10001165,33.36,4,0.0,8.6736,24.686401
,,CA-2015-113110,Standard Class,BK-11260,OFF-PA-10002749,40.14,6,0.0,19.6686,20.4714
,,CA-2016-168354,First Class,RH-19510,OFF-ST-10001490,1606.23,9,0.0,481.869,1124.361
,,CA-2016-168354,First Class,RH-19510,OFF-PA-10002377,17.04,3,0.0,7.668,9.372001
,,CA-2016-168354,First Class,RH-19510,OFF-BI-10004826,49.53,3,0.0,23.7744,25.755598
,,CA-2016-168354,First Class,RH-19510,FUR-CH-10004675,872.32,4,0.0,244.2496,628.07043
,,US-2017-111241,Second Class,GM-14500,OFF-BI-10002867,239.12,5,0.2,77.714,201.7575
,,CA-2015-114237,First Class,MC-17275,FUR-BO-10004409,141.96,2,0.0,39.7488,102.21121
,,CA-2016-113516,Second Class,VM-21685,OFF-BI-10002225,33.024,2,0.2,11.5584,26.831999
,,CA-2016-113516,Second Class,VM-21685,OFF-BI-10001989,67.136,4,0.2,23.4976,54.548
2015-11-26,2015-11-30,CA-2015-117961,Standard Class,GP-14740,OFF-BI-10000343,14.73,3,0.0,6.9231,7.8068995
2015-11-26,2015-11-30,CA-2015-117961,Standard Class,GP-14740,OFF-ST-10001172,104.9,5,0.0,25.176,79.724
2015-11-26,2015-11-30,CA-2015-117961,Standard Class,GP-14740,OFF-BI-10003707,61.04,4,0.0,30.52,30.52
2015-11-26,2015-11-30,CA-2015-117961,Standard Class,GP-14740,OFF-PA-10001274,10.95,3,0.0,5.1465,5.8034997
,2016-12-13,CA-2016-128923,Standard Class,GB-14530,OFF-PA-10002250,9.392,2,0.2,3.2872,7.631
,2016-12-13,CA-2016-128923,Standard Class,GB-14530,OFF-AR-10000475,9.328,1,0.2,0.8162,10.63975
,,CA-2017-162481,Standard Class,CT-11995,OFF-BI-10002976,8.26,2,0.0,3.8822,4.3778
,,CA-2017-162481,Standard Class,CT-11995,FUR-CH-10003061,269.97,3,0.0,51.2943,218.6757
,,CA-2015-119214,Standard Class,CW-11905,OFF-PA-10002893,29.04,3,0.0,13.9392,15.1008005
,,CA-2015-119214,Standard Class,CW-11905,OFF-LA-10003077,14.62,2,0.0,6.8714,7.7486
,,CA-2015-122287,Standard Class,SN-20560,OFF-PA-10001661,11.952,3,0.2,4.3326,9.524249
,,CA-2015-122287,Standard Class,SN-20560,OFF-BI-10004656,4.536,7,0.7,-3.3264,26.207998
,,CA-2015-122287,Standard Class,SN-20560,OFF-BI-10003707,9.156,2,0.7,-6.104,50.866665
,,CA-2015-122287,Standard Class,SN-20560,FUR-FU-10004973,75.36,5,0.2,20.724,68.295
,,CA-2015-104493,Standard Class,EB-13705,OFF-BI-10004817,57.504,6,0.2,20.1264,46.722
2017-11-18,2017-11-23,US-2017-158946,Standard Class,JW-15220,OFF-AR-10001860,38.864,7,0.2,7.7728,38.864
,,CA-2014-129168,Standard Class,KB-16585,OFF-PA-10001639,15.552,3,0.2,5.4432,12.636
,,CA-2016-131835,Standard Class,MC-17590,OFF-AP-10004487,162.64,2,0.0,45.5392,117.1008
,,CA-2016-131835,Standard Class,MC-17590,TEC-PH-10001760,597.0,3,0.0,280.59,316.41
,,CA-2016-131835,Standard Class,MC-17590,OFF-PA-10004071,55.48,1,0.0,26.6304,28.8496
,,CA-2015-142237,First Class,CK-12595,FUR-FU-10004848,289.8,7,0.2,36.225,316.96872
,,CA-2015-142237,First Class,CK-12595,OFF-BI-10004022,2.502,3,0.7,-2.0016,15.012
,,CA-2015-142237,First Class,CK-12595,OFF-BI-10003669,6.48,4,0.7,-4.752,37.44
,,CA-2015-142237,First Class,CK-12595,FUR-CH-10003833,341.488,8,0.3,-73.176,592.37714
,,CA-2015-142237,First Class,CK-12595,OFF-AR-10003732,11.12,5,0.2,0.834,12.8575
,,CA-2015-142237,First Class,CK-12595,FUR-FU-10003142,25.344,6,0.2,3.4848,27.324
,,CA-2016-136434,Standard Class,RD-19480,FUR-FU-10001196,17.31,3,0.0,5.193,12.117
2017-12-22,2017-12-25,CA-2017-120376,First Class,TP-21130,TEC-AC-10001114,199.95,5,0.0,63.984,135.966
2017-12-22,2017-12-25,CA-2017-120376,First Class,TP-21130,FUR-CH-10002335,1586.69,7,0.0,412.5394,1174.1505
2017-12-22,2017-12-25,CA-2017-120376,First Class,TP-21130,TEC-AC-10000844,84.99,1,0.0,30.5964,54.3936
2017-12-22,2017-12-25,CA-2017-120376,First Class,TP-21130,FUR-TA-10004534,411.8,2,0.0,70.006,341.794
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-FA-10002975,11.34,3,0.0,5.2164,6.1236
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-ST-10003996,80.3,5,0.0,20.878,59.422005
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-BI-10002571,15.968,2,0.2,5.3892,13.2235
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-PA-10000477,64.74,13,0.0,30.4278,34.3122
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-BI-10004209,19.296,3,0.2,6.03,16.582499
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-ST-10001963,405.64,4,0.0,12.1692,393.47083
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,FUR-CH-10003833,146.352,3,0.2,-9.147,194.37376
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,TEC-AC-10004568,251.91,9,0.0,47.8629,204.0471
2014-10-31,,CA-2014-106439,Standard Class,GG-14650,OFF-AR-10001419,12.39,3,0.0,3.717,8.673
,,CA-2015-133452,Standard Class,ZC-21910,TEC-AC-10002800,199.96,4,0.0,69.986,129.974
,,CA-2015-133452,Standard Class,ZC-21910,FUR-TA-10003954,710.832,3,0.2,-97.7394,1010.7142
,,CA-2016-146521,Second Class,CC-12610,OFF-BI-10000301,1.941,1,0.7,-1.294,10.783334
2017-11-20,2017-11-25,US-2017-110996,Standard Class,KA-16525,FUR-CH-10003956,283.92,5,0.2,-46.137,412.57126
2016-11-26,,CA-2016-129693,Standard Class,TC-20980,OFF-BI-10002954,7.312,2,0.2,2.5592,5.941
,2017-11-12,CA-2017-122504,Second Class,DB-13270,TEC-AC-10003289,59.97,3,0.0,13.7931,46.176903
,2017-11-12,CA-2017-122504,Second Class,DB-13270,TEC-PH-10002468,761.544,7,0.2,66.6351,868.63617
,,CA-2014-131051,Standard Class,TR-21325,FUR-FU-10001861,58.2,3,0.0,28.518,29.682001
,,CA-2017-140676,First Class,BF-11080,OFF-PA-10004082,39.9,5,0.0,19.95,19.95
,,CA-2017-140676,First Class,BF-11080,OFF-AP-10000358,90.86,7,0.0,26.3494,64.510605
,,CA-2017-140676,First Class,BF-11080,OFF-PA-10004243,94.85,5,0.0,45.528,49.322
2015-12-24,2015-12-29,CA-2015-120103,Standard Class,MS-17365,OFF-PA-10001295,106.232,7,0.2,37.1812,86.31351
2015-12-24,2015-12-29,CA-2015-120103,Standard Class,MS-17365,TEC-PH-10002170,111.984,2,0.2,11.1984,125.981995
2015-12-24,2015-12-29,CA-2015-120103,Standard Class,MS-17365,FUR-FU-10002885,7.712,2,0.2,1.7352,7.4709997
,,CA-2017-104647,Standard Class,CK-12595,OFF-PA-10002870,37.44,6,0.0,16.848,20.592
2014-11-23,2014-11-29,CA-2014-110352,Standard Class,ED-13885,OFF-LA-10003923,23.68,2,0.2,8.88,18.5
,,CA-2016-140501,Standard Class,IM-15070,OFF-LA-10003510,122.12,4,0.0,56.1752,65.9448
,,CA-2016-140501,Standard Class,IM-15070,OFF-LA-10000248,18.45,5,0.0,8.6715,9.778501
,,CA-2016-140501,Standard Class,IM-15070,OFF-ST-10000060,324.9,5,0.0,38.988,285.912
,,CA-2016-140501,Standard Class,IM-15070,OFF-PA-10003129,146.73,3,0.0,68.9631,77.7669
,,CA-2016-140501,Standard Class,IM-15070,OFF-FA-10004076,3.96,2,0.0,1.4652,2.4948
2015-10-26,2015-10-30,CA-2015-139290,Standard Class,MY-17380,OFF-LA-10004008,5.76,2,0.0,2.6496,3.1104002
,,CA-2017-166142,Standard Class,MM-17260,OFF-BI-10004094,26.55,3,0.0,13.0095,13.5405
,,CA-2017-166142,Standard Class,MM-17260,FUR-TA-10004607,310.443,3,0.3,-48.7839,513.1813
2014-11-17,2014-11-21,CA-2014-145926,Standard Class,MP-17470,FUR-CH-10004289,479.9,5,0.0,81.583,398.317
,,CA-2015-149678,Second Class,AW-10840,OFF-SU-10004498,12.88,1,0.0,0.3864,12.4936
2015-11-25,2015-11-29,US-2015-164357,Standard Class,SF-20065,OFF-AR-10001177,13.12,5,0.2,1.476,14.555
,,US-2016-146570,Standard Class,SN-20710,OFF-BI-10001718,511.84,8,0.0,240.5648,271.2752
,,US-2016-146570,Standard Class,SN-20710,OFF-AR-10004602,91.96,4,0.0,25.7488,66.2112
,,US-2016-146570,Standard Class,SN-20710,OFF-AR-10003856,8.34,3,0.0,2.1684,6.1716003
,,CA-2017-124401,Standard Class,RD-19900,OFF-ST-10000649,37.68,3,0.2,2.355,44.15625
,,CA-2017-124401,Standard Class,RD-19900,TEC-AC-10002926,279.944,7,0.2,80.4839,249.32512
,,US-2014-140116,Standard Class,KT-16480,OFF-ST-10000078,636.408,3,0.2,-15.9102,815.39777
,,US-2014-140116,Standard Class,KT-16480,OFF-AR-10001044,83.168,4,0.2,9.3564,92.264496
,,CA-2014-123295,Same Day,AH-10120,FUR-CH-10002372,259.136,4,0.2,-25.9136,356.31198
,,CA-2017-167101,Second Class,BM-11650,OFF-PA-10000357,221.92,4,0.0,106.5216,115.3984
,,CA-2017-167101,Second Class,BM-11650,TEC-AC-10001266,26.0,2,0.0,11.7,14.3
,,US-2014-167633,Standard Class,BW-11200,OFF-PA-10004888,15.552,3,0.2,5.4432,12.636
,,US-2014-152723,Same Day,HG-14965,OFF-BI-10003460,0.876,1,0.8,-1.4016,11.3880005
2015-10-31,2015-10-31,CA-2015-164882,Same Day,SG-20080,OFF-PA-10000157,19.98,1,0.0,9.3906,10.589399
